rl,toChoose,exp
SRX8110928,tissue_genotype,SRX1029433
SRX8110928,tissue_genotype,SRX3084742
SRX8110928,tissue_genotype,SRX3084743
SRX8110928,tissue_genotype,SRX3084744
SRX8110928,tissue_genotype,SRX3084745
SRX8110934,tissue_genotype,SRX1029431
SRX8110934,tissue_genotype,SRX1029432
SRX8110934,tissue_genotype,SRX1029433
SRX8110934,tissue_genotype,SRX3084742
SRX8110934,tissue_genotype,SRX3084743
SRX8110934,tissue_genotype,SRX3084744
SRX8110934,tissue_genotype,SRX3084745
SRX8110933,tissue_genotype,SRX1029431
SRX8110933,tissue_genotype,SRX1029432
SRX8110933,tissue_genotype,SRX1029433
SRX8110933,tissue_genotype,SRX3084742
SRX8110933,tissue_genotype,SRX3084743
SRX8110933,tissue_genotype,SRX3084744
SRX8110933,tissue_genotype,SRX3084745
SRX8110930,tissue_genotype,SRX1029431
SRX8110930,tissue_genotype,SRX1029432
SRX8110930,tissue_genotype,SRX1029433
SRX8110930,tissue_genotype,SRX3084742
SRX8110930,tissue_genotype,SRX3084743
SRX8110930,tissue_genotype,SRX3084744
SRX8110930,tissue_genotype,SRX3084745
SRX6427713,tissue_genotype,SRX3581357
SRX6427713,tissue_genotype,SRX3581358
SRX6427713,tissue_genotype,SRX3581359
SRX6427714,tissue_genotype,SRX3581357
SRX6427714,tissue_genotype,SRX3581358
SRX6427714,tissue_genotype,SRX3581359
SRX6427715,tissue_genotype,SRX3581357
SRX6427715,tissue_genotype,SRX3581358
SRX6427715,tissue_genotype,SRX3581359
SRX6427716,tissue_genotype,SRX3581357
SRX6427716,tissue_genotype,SRX3581358
SRX6427716,tissue_genotype,SRX3581359
SRX6427717,tissue_genotype,SRX3581357
SRX6427717,tissue_genotype,SRX3581358
SRX6427717,tissue_genotype,SRX3581359
SRX6427718,tissue_genotype,SRX3581357
SRX6427718,tissue_genotype,SRX3581358
SRX6427718,tissue_genotype,SRX3581359
SRX6427719,tissue_genotype,SRX3581357
SRX6427719,tissue_genotype,SRX3581358
SRX6427719,tissue_genotype,SRX3581359
SRX6427720,tissue_genotype,SRX3581357
SRX6427720,tissue_genotype,SRX3581358
SRX6427720,tissue_genotype,SRX3581359
SRX6427721,tissue_genotype,SRX3581357
SRX6427721,tissue_genotype,SRX3581358
SRX6427721,tissue_genotype,SRX3581359
SRX6427722,tissue_genotype,SRX3581357
SRX6427722,tissue_genotype,SRX3581358
SRX6427722,tissue_genotype,SRX3581359
SRX6427723,tissue_genotype,SRX3581357
SRX6427723,tissue_genotype,SRX3581358
SRX6427723,tissue_genotype,SRX3581359
SRX7347904,tissue_genotype,SRX1070685
SRX7347904,tissue_genotype,SRX1070686
SRX7347905,tissue_genotype,SRX1070685
SRX7347905,tissue_genotype,SRX1070686
SRX7347906,tissue_genotype,SRX1070685
SRX7347906,tissue_genotype,SRX1070686
SRX7347907,tissue_genotype,SRX1070685
SRX7347907,tissue_genotype,SRX1070686
SRX7347908,tissue_genotype,SRX1070685
SRX7347908,tissue_genotype,SRX1070686
SRX7347909,tissue_genotype,SRX1070685
SRX7347909,tissue_genotype,SRX1070686
SRX7347910,tissue_genotype,SRX1070685
SRX7347910,tissue_genotype,SRX1070686
SRX7347914,tissue_genotype,SRX1070685
SRX7347914,tissue_genotype,SRX1070686
SRX7347915,tissue_genotype,SRX1070685
SRX7347915,tissue_genotype,SRX1070686
SRX9529683,tissue_genotype,SRX9529716
SRX9529683,tissue_genotype,SRX9529717
SRX9529683,tissue_genotype,SRX9529718
SRX9529684,tissue_genotype,SRX9529716
SRX9529684,tissue_genotype,SRX9529717
SRX9529684,tissue_genotype,SRX9529718
SRX9529685,tissue_genotype,SRX9529716
SRX9529685,tissue_genotype,SRX9529717
SRX9529685,tissue_genotype,SRX9529718
SRX9529686,tissue_genotype,SRX9529719
SRX9529686,tissue_genotype,SRX9529720
SRX9529687,tissue_genotype,SRX9529719
SRX9529687,tissue_genotype,SRX9529720
SRX9529688,tissue_genotype,SRX9529719
SRX9529688,tissue_genotype,SRX9529720
SRX9529689,tissue_genotype,SRX9529719
SRX9529689,tissue_genotype,SRX9529720
SRX9529690,tissue_genotype,SRX9529719
SRX9529690,tissue_genotype,SRX9529720
SRX9529691,tissue_genotype,SRX9529719
SRX9529691,tissue_genotype,SRX9529720
SRX9529692,tissue_genotype,SRX9529719
SRX9529692,tissue_genotype,SRX9529720
SRX9529694,tissue_genotype,SRX9529716
SRX9529694,tissue_genotype,SRX9529717
SRX9529694,tissue_genotype,SRX9529718
SRX9529695,tissue_genotype,SRX9529719
SRX9529695,tissue_genotype,SRX9529720
SRX9529696,tissue_genotype,SRX9529719
SRX9529696,tissue_genotype,SRX9529720
SRX9529697,tissue_genotype,SRX9529719
SRX9529697,tissue_genotype,SRX9529720
SRX9529698,tissue_genotype,SRX9529719
SRX9529698,tissue_genotype,SRX9529720
SRX9529699,tissue_genotype,SRX9529719
SRX9529699,tissue_genotype,SRX9529720
SRX9529700,tissue_genotype,SRX9529719
SRX9529700,tissue_genotype,SRX9529720
SRX9529701,tissue_genotype,SRX9529719
SRX9529701,tissue_genotype,SRX9529720
SRX1029475,tissue_genotype,SRX1029427
SRX1029475,tissue_genotype,SRX1029428
SRX1029475,tissue_genotype,SRX1029429
SRX1029475,tissue_genotype,SRX1025880
SRX1029475,tissue_genotype,SRX1025881
SRX1029475,tissue_genotype,SRX1025882
SRX1029475,tissue_genotype,SRX1025883
SRX1029475,tissue_genotype,SRX1025884
SRX1029476,tissue_genotype,SRX1029427
SRX1029476,tissue_genotype,SRX1029428
SRX1029476,tissue_genotype,SRX1029429
SRX1029476,tissue_genotype,SRX1025880
SRX1029476,tissue_genotype,SRX1025881
SRX1029476,tissue_genotype,SRX1025882
SRX1029476,tissue_genotype,SRX1025883
SRX1029476,tissue_genotype,SRX1025884
SRX1029477,tissue_genotype,SRX1029431
SRX1029477,tissue_genotype,SRX1029432
SRX1029477,tissue_genotype,SRX1029433
SRX1029477,tissue_genotype,SRX3084742
SRX1029477,tissue_genotype,SRX3084743
SRX1029477,tissue_genotype,SRX3084744
SRX1029477,tissue_genotype,SRX3084745
SRX1029478,tissue_genotype,SRX1029431
SRX1029478,tissue_genotype,SRX1029432
SRX1029478,tissue_genotype,SRX1029433
SRX1029478,tissue_genotype,SRX3084742
SRX1029478,tissue_genotype,SRX3084743
SRX1029478,tissue_genotype,SRX3084744
SRX1029478,tissue_genotype,SRX3084745
SRX4457337,tissue_genotype,SRX9505817
SRX4457337,tissue_genotype,SRX9505818
SRX6871666,tissue_genotype,SRX9505817
SRX6871666,tissue_genotype,SRX9505818
SRX7583977,tissue_genotype,SRX3581357
SRX7583977,tissue_genotype,SRX3581358
SRX7583977,tissue_genotype,SRX3581359
SRX7583978,tissue_genotype,SRX3581357
SRX7583978,tissue_genotype,SRX3581358
SRX7583978,tissue_genotype,SRX3581359
SRX7583979,tissue_genotype,SRX3581357
SRX7583979,tissue_genotype,SRX3581358
SRX7583979,tissue_genotype,SRX3581359
SRX7583980,tissue_genotype,SRX3581357
SRX7583980,tissue_genotype,SRX3581358
SRX7583980,tissue_genotype,SRX3581359
SRX978416,tissue_genotype,SRX978467
SRX978416,tissue_genotype,SRX978468
SRX978416,tissue_genotype,SRX978469
SRX978416,tissue_genotype,SRX978470
SRX978417,tissue_genotype,SRX978467
SRX978417,tissue_genotype,SRX978468
SRX978417,tissue_genotype,SRX978469
SRX978417,tissue_genotype,SRX978470
SRX3229470,tissue_genotype,SRX9505817
SRX3229470,tissue_genotype,SRX9505818
SRX3229471,tissue_genotype,SRX9505817
SRX3229471,tissue_genotype,SRX9505818
SRX3229472,tissue_genotype,SRX9505817
SRX3229472,tissue_genotype,SRX9505818
SRX3229473,tissue_genotype,SRX9505817
SRX3229473,tissue_genotype,SRX9505818
SRX3229474,tissue_genotype,SRX9505817
SRX3229474,tissue_genotype,SRX9505818
SRX3229475,tissue_genotype,SRX9505817
SRX3229475,tissue_genotype,SRX9505818
SRX3229476,tissue_genotype,SRX9505817
SRX3229476,tissue_genotype,SRX9505818
SRX3229477,tissue_genotype,SRX9505817
SRX3229477,tissue_genotype,SRX9505818
SRX3229478,tissue_genotype,SRX9505817
SRX3229478,tissue_genotype,SRX9505818
SRX3229479,tissue_genotype,SRX9505817
SRX3229479,tissue_genotype,SRX9505818
SRX4732954,tissue_genotype,SRX3581357
SRX4732954,tissue_genotype,SRX3581358
SRX4732954,tissue_genotype,SRX3581359
SRX4732955,tissue_genotype,SRX3581357
SRX4732955,tissue_genotype,SRX3581358
SRX4732955,tissue_genotype,SRX3581359
SRX2733011,tissue_genotype,SRX1025885
SRX2733011,tissue_genotype,SRX1025886
SRX2733011,tissue_genotype,SRX8908671
SRX2733011,tissue_genotype,SRX8908672
SRX2733011,tissue_genotype,SRX8908673
SRX2733011,tissue_genotype,SRX8908674
SRX2733011,tissue_genotype,SRX8908675
SRX2733011,tissue_genotype,SRX8908676
SRX2733011,tissue_genotype,SRX8908677
SRX2733011,tissue_genotype,SRX8908678
SRX2733011,tissue_genotype,SRX8908679
SRX2733011,tissue_genotype,SRX8908680
SRX2733011,tissue_genotype,SRX8908681
SRX2733011,tissue_genotype,SRX8908682
SRX2733011,tissue_genotype,SRX10229653
SRX2733011,tissue_genotype,SRX10229654
SRX2733011,tissue_genotype,SRX10229655
SRX2733011,tissue_genotype,SRX10229656
SRX2733011,tissue_genotype,SRX10229657
SRX2733011,tissue_genotype,SRX10229658
SRX2733011,tissue_genotype,SRX10229659
SRX2733011,tissue_genotype,SRX10229660
SRX2733011,tissue_genotype,SRX10229661
SRX2733011,tissue_genotype,SRX10229662
SRX2733012,tissue_genotype,SRX1025885
SRX2733012,tissue_genotype,SRX1025886
SRX2733012,tissue_genotype,SRX8908671
SRX2733012,tissue_genotype,SRX8908672
SRX2733012,tissue_genotype,SRX8908673
SRX2733012,tissue_genotype,SRX8908674
SRX2733012,tissue_genotype,SRX8908675
SRX2733012,tissue_genotype,SRX8908676
SRX2733012,tissue_genotype,SRX8908677
SRX2733012,tissue_genotype,SRX8908678
SRX2733012,tissue_genotype,SRX8908679
SRX2733012,tissue_genotype,SRX8908680
SRX2733012,tissue_genotype,SRX8908681
SRX2733012,tissue_genotype,SRX8908682
SRX2733012,tissue_genotype,SRX10229653
SRX2733012,tissue_genotype,SRX10229654
SRX2733012,tissue_genotype,SRX10229655
SRX2733012,tissue_genotype,SRX10229656
SRX2733012,tissue_genotype,SRX10229657
SRX2733012,tissue_genotype,SRX10229658
SRX2733012,tissue_genotype,SRX10229659
SRX2733012,tissue_genotype,SRX10229660
SRX2733012,tissue_genotype,SRX10229661
SRX2733012,tissue_genotype,SRX10229662
SRX2733013,tissue_genotype,SRX1025885
SRX2733013,tissue_genotype,SRX1025886
SRX2733013,tissue_genotype,SRX8908671
SRX2733013,tissue_genotype,SRX8908672
SRX2733013,tissue_genotype,SRX8908673
SRX2733013,tissue_genotype,SRX8908674
SRX2733013,tissue_genotype,SRX8908675
SRX2733013,tissue_genotype,SRX8908676
SRX2733013,tissue_genotype,SRX8908677
SRX2733013,tissue_genotype,SRX8908678
SRX2733013,tissue_genotype,SRX8908679
SRX2733013,tissue_genotype,SRX8908680
SRX2733013,tissue_genotype,SRX8908681
SRX2733013,tissue_genotype,SRX8908682
SRX2733013,tissue_genotype,SRX10229653
SRX2733013,tissue_genotype,SRX10229654
SRX2733013,tissue_genotype,SRX10229655
SRX2733013,tissue_genotype,SRX10229656
SRX2733013,tissue_genotype,SRX10229657
SRX2733013,tissue_genotype,SRX10229658
SRX2733013,tissue_genotype,SRX10229659
SRX2733013,tissue_genotype,SRX10229660
SRX2733013,tissue_genotype,SRX10229661
SRX2733013,tissue_genotype,SRX10229662
SRX2733014,tissue_genotype,SRX1025885
SRX2733014,tissue_genotype,SRX1025886
SRX2733014,tissue_genotype,SRX8908671
SRX2733014,tissue_genotype,SRX8908672
SRX2733014,tissue_genotype,SRX8908673
SRX2733014,tissue_genotype,SRX8908674
SRX2733014,tissue_genotype,SRX8908675
SRX2733014,tissue_genotype,SRX8908676
SRX2733014,tissue_genotype,SRX8908677
SRX2733014,tissue_genotype,SRX8908678
SRX2733014,tissue_genotype,SRX8908679
SRX2733014,tissue_genotype,SRX8908680
SRX2733014,tissue_genotype,SRX8908681
SRX2733014,tissue_genotype,SRX8908682
SRX2733014,tissue_genotype,SRX10229653
SRX2733014,tissue_genotype,SRX10229654
SRX2733014,tissue_genotype,SRX10229655
SRX2733014,tissue_genotype,SRX10229656
SRX2733014,tissue_genotype,SRX10229657
SRX2733014,tissue_genotype,SRX10229658
SRX2733014,tissue_genotype,SRX10229659
SRX2733014,tissue_genotype,SRX10229660
SRX2733014,tissue_genotype,SRX10229661
SRX2733014,tissue_genotype,SRX10229662
SRX2481503,tissue_genotype,SRX3581357
SRX2481503,tissue_genotype,SRX3581358
SRX2481503,tissue_genotype,SRX3581359
SRX2481504,tissue_genotype,SRX3581357
SRX2481504,tissue_genotype,SRX3581358
SRX2481504,tissue_genotype,SRX3581359
SRX2918366,tissue_genotype,SRX3581357
SRX2918366,tissue_genotype,SRX3581358
SRX2918366,tissue_genotype,SRX3581359
SRX2918367,tissue_genotype,SRX3581357
SRX2918367,tissue_genotype,SRX3581358
SRX2918367,tissue_genotype,SRX3581359
SRX9182645,tissue_genotype,SRX3581357
SRX9182645,tissue_genotype,SRX3581358
SRX9182645,tissue_genotype,SRX3581359
SRX9182646,tissue_genotype,SRX3581357
SRX9182646,tissue_genotype,SRX3581358
SRX9182646,tissue_genotype,SRX3581359
SRX9182638,tissue_genotype,SRX3581357
SRX9182638,tissue_genotype,SRX3581358
SRX9182638,tissue_genotype,SRX3581359
SRX9182643,tissue_genotype,SRX8122761
SRX9182643,tissue_genotype,SRX8122762
SRX9182643,tissue_genotype,SRX8122763
SRX9182643,tissue_genotype,SRX8122764
SRX9182643,tissue_genotype,SRX8122765
SRX9182643,tissue_genotype,SRX8122766
SRX9182643,tissue_genotype,SRX8122767
SRX9182643,tissue_genotype,SRX8122768
SRX9182643,tissue_genotype,SRX6686238
SRX9182643,tissue_genotype,SRX6686239
SRX9182643,tissue_genotype,SRX8388987
SRX9182643,tissue_genotype,SRX8776130
SRX9182644,tissue_genotype,SRX8122761
SRX9182644,tissue_genotype,SRX8122762
SRX9182644,tissue_genotype,SRX8122763
SRX9182644,tissue_genotype,SRX8122764
SRX9182644,tissue_genotype,SRX8122765
SRX9182644,tissue_genotype,SRX8122766
SRX9182644,tissue_genotype,SRX8122767
SRX9182644,tissue_genotype,SRX8122768
SRX9182644,tissue_genotype,SRX6686238
SRX9182644,tissue_genotype,SRX6686239
SRX9182644,tissue_genotype,SRX8388987
SRX9182644,tissue_genotype,SRX8776130
SRX8295267,tissue_genotype,SRX8122761
SRX8295267,tissue_genotype,SRX8122762
SRX8295267,tissue_genotype,SRX8122763
SRX8295267,tissue_genotype,SRX8122764
SRX8295267,tissue_genotype,SRX8122765
SRX8295267,tissue_genotype,SRX8122766
SRX8295267,tissue_genotype,SRX8122767
SRX8295267,tissue_genotype,SRX8122768
SRX8295267,tissue_genotype,SRX6686238
SRX8295267,tissue_genotype,SRX6686239
SRX8295267,tissue_genotype,SRX8388987
SRX8295267,tissue_genotype,SRX8776130
SRX8295268,tissue_genotype,SRX8122761
SRX8295268,tissue_genotype,SRX8122762
SRX8295268,tissue_genotype,SRX8122763
SRX8295268,tissue_genotype,SRX8122764
SRX8295268,tissue_genotype,SRX8122765
SRX8295268,tissue_genotype,SRX8122766
SRX8295268,tissue_genotype,SRX8122767
SRX8295268,tissue_genotype,SRX8122768
SRX8295268,tissue_genotype,SRX6686238
SRX8295268,tissue_genotype,SRX6686239
SRX8295268,tissue_genotype,SRX8388987
SRX8295268,tissue_genotype,SRX8776130
SRX8295269,tissue_genotype,SRX8122761
SRX8295269,tissue_genotype,SRX8122762
SRX8295269,tissue_genotype,SRX8122763
SRX8295269,tissue_genotype,SRX8122764
SRX8295269,tissue_genotype,SRX8122765
SRX8295269,tissue_genotype,SRX8122766
SRX8295269,tissue_genotype,SRX8122767
SRX8295269,tissue_genotype,SRX8122768
SRX8295269,tissue_genotype,SRX6686238
SRX8295269,tissue_genotype,SRX6686239
SRX8295269,tissue_genotype,SRX8388987
SRX8295269,tissue_genotype,SRX8776130
SRX8295270,tissue_genotype,SRX8122761
SRX8295270,tissue_genotype,SRX8122762
SRX8295270,tissue_genotype,SRX8122763
SRX8295270,tissue_genotype,SRX8122764
SRX8295270,tissue_genotype,SRX8122765
SRX8295270,tissue_genotype,SRX8122766
SRX8295270,tissue_genotype,SRX8122767
SRX8295270,tissue_genotype,SRX8122768
SRX8295270,tissue_genotype,SRX6686238
SRX8295270,tissue_genotype,SRX6686239
SRX8295270,tissue_genotype,SRX8388987
SRX8295270,tissue_genotype,SRX8776130
SRX4732956,tissue_genotype,SRX3581357
SRX4732956,tissue_genotype,SRX3581358
SRX4732956,tissue_genotype,SRX3581359
SRX4732957,tissue_genotype,SRX3581357
SRX4732957,tissue_genotype,SRX3581358
SRX4732957,tissue_genotype,SRX3581359
SRX4776615,tissue_genotype,SRX1029431
SRX4776615,tissue_genotype,SRX1029432
SRX4776615,tissue_genotype,SRX1029433
SRX4776615,tissue_genotype,SRX3084742
SRX4776615,tissue_genotype,SRX3084743
SRX4776615,tissue_genotype,SRX3084744
SRX4776615,tissue_genotype,SRX3084745
SRX4776616,tissue_genotype,SRX1029431
SRX4776616,tissue_genotype,SRX1029432
SRX4776616,tissue_genotype,SRX1029433
SRX4776616,tissue_genotype,SRX3084742
SRX4776616,tissue_genotype,SRX3084743
SRX4776616,tissue_genotype,SRX3084744
SRX4776616,tissue_genotype,SRX3084745
SRX4776617,tissue_genotype,SRX1029431
SRX4776617,tissue_genotype,SRX1029432
SRX4776617,tissue_genotype,SRX1029433
SRX4776617,tissue_genotype,SRX3084742
SRX4776617,tissue_genotype,SRX3084743
SRX4776617,tissue_genotype,SRX3084744
SRX4776617,tissue_genotype,SRX3084745
SRX4776618,tissue_genotype,SRX1029431
SRX4776618,tissue_genotype,SRX1029432
SRX4776618,tissue_genotype,SRX1029433
SRX4776618,tissue_genotype,SRX3084742
SRX4776618,tissue_genotype,SRX3084743
SRX4776618,tissue_genotype,SRX3084744
SRX4776618,tissue_genotype,SRX3084745
SRX4776619,tissue_genotype,SRX1029431
SRX4776619,tissue_genotype,SRX1029432
SRX4776619,tissue_genotype,SRX1029433
SRX4776619,tissue_genotype,SRX3084742
SRX4776619,tissue_genotype,SRX3084743
SRX4776619,tissue_genotype,SRX3084744
SRX4776619,tissue_genotype,SRX3084745
SRX4776620,tissue_genotype,SRX1029431
SRX4776620,tissue_genotype,SRX1029432
SRX4776620,tissue_genotype,SRX1029433
SRX4776620,tissue_genotype,SRX3084742
SRX4776620,tissue_genotype,SRX3084743
SRX4776620,tissue_genotype,SRX3084744
SRX4776620,tissue_genotype,SRX3084745
SRX4776621,tissue_genotype,SRX1029431
SRX4776621,tissue_genotype,SRX1029432
SRX4776621,tissue_genotype,SRX1029433
SRX4776621,tissue_genotype,SRX3084742
SRX4776621,tissue_genotype,SRX3084743
SRX4776621,tissue_genotype,SRX3084744
SRX4776621,tissue_genotype,SRX3084745
SRX4776622,tissue_genotype,SRX1029431
SRX4776622,tissue_genotype,SRX1029432
SRX4776622,tissue_genotype,SRX1029433
SRX4776622,tissue_genotype,SRX3084742
SRX4776622,tissue_genotype,SRX3084743
SRX4776622,tissue_genotype,SRX3084744
SRX4776622,tissue_genotype,SRX3084745
SRX4776628,tissue_genotype,SRX1029431
SRX4776628,tissue_genotype,SRX1029432
SRX4776628,tissue_genotype,SRX1029433
SRX4776628,tissue_genotype,SRX3084742
SRX4776628,tissue_genotype,SRX3084743
SRX4776628,tissue_genotype,SRX3084744
SRX4776628,tissue_genotype,SRX3084745
SRX4776629,tissue_genotype,SRX1029431
SRX4776629,tissue_genotype,SRX1029432
SRX4776629,tissue_genotype,SRX1029433
SRX4776629,tissue_genotype,SRX3084742
SRX4776629,tissue_genotype,SRX3084743
SRX4776629,tissue_genotype,SRX3084744
SRX4776629,tissue_genotype,SRX3084745
SRX4776630,tissue_genotype,SRX1029431
SRX4776630,tissue_genotype,SRX1029432
SRX4776630,tissue_genotype,SRX1029433
SRX4776630,tissue_genotype,SRX3084742
SRX4776630,tissue_genotype,SRX3084743
SRX4776630,tissue_genotype,SRX3084744
SRX4776630,tissue_genotype,SRX3084745
SRX4776631,tissue_genotype,SRX1029431
SRX4776631,tissue_genotype,SRX1029432
SRX4776631,tissue_genotype,SRX1029433
SRX4776631,tissue_genotype,SRX3084742
SRX4776631,tissue_genotype,SRX3084743
SRX4776631,tissue_genotype,SRX3084744
SRX4776631,tissue_genotype,SRX3084745
SRX4776632,tissue_genotype,SRX1029431
SRX4776632,tissue_genotype,SRX1029432
SRX4776632,tissue_genotype,SRX1029433
SRX4776632,tissue_genotype,SRX3084742
SRX4776632,tissue_genotype,SRX3084743
SRX4776632,tissue_genotype,SRX3084744
SRX4776632,tissue_genotype,SRX3084745
SRX4776633,tissue_genotype,SRX1029431
SRX4776633,tissue_genotype,SRX1029432
SRX4776633,tissue_genotype,SRX1029433
SRX4776633,tissue_genotype,SRX3084742
SRX4776633,tissue_genotype,SRX3084743
SRX4776633,tissue_genotype,SRX3084744
SRX4776633,tissue_genotype,SRX3084745
SRX4776634,tissue_genotype,SRX1029431
SRX4776634,tissue_genotype,SRX1029432
SRX4776634,tissue_genotype,SRX1029433
SRX4776634,tissue_genotype,SRX3084742
SRX4776634,tissue_genotype,SRX3084743
SRX4776634,tissue_genotype,SRX3084744
SRX4776634,tissue_genotype,SRX3084745
SRX4776635,tissue_genotype,SRX1029431
SRX4776635,tissue_genotype,SRX1029432
SRX4776635,tissue_genotype,SRX1029433
SRX4776635,tissue_genotype,SRX3084742
SRX4776635,tissue_genotype,SRX3084743
SRX4776635,tissue_genotype,SRX3084744
SRX4776635,tissue_genotype,SRX3084745
SRX10229635,tissue_genotype,SRX1025885
SRX10229635,tissue_genotype,SRX1025886
SRX10229635,tissue_genotype,SRX8908671
SRX10229635,tissue_genotype,SRX8908672
SRX10229635,tissue_genotype,SRX8908673
SRX10229635,tissue_genotype,SRX8908674
SRX10229635,tissue_genotype,SRX8908675
SRX10229635,tissue_genotype,SRX8908676
SRX10229635,tissue_genotype,SRX8908677
SRX10229635,tissue_genotype,SRX8908678
SRX10229635,tissue_genotype,SRX8908679
SRX10229635,tissue_genotype,SRX8908680
SRX10229635,tissue_genotype,SRX8908681
SRX10229635,tissue_genotype,SRX8908682
SRX10229635,tissue_genotype,SRX10229653
SRX10229635,tissue_genotype,SRX10229654
SRX10229635,tissue_genotype,SRX10229655
SRX10229635,tissue_genotype,SRX10229656
SRX10229635,tissue_genotype,SRX10229657
SRX10229635,tissue_genotype,SRX10229658
SRX10229635,tissue_genotype,SRX10229659
SRX10229635,tissue_genotype,SRX10229660
SRX10229635,tissue_genotype,SRX10229661
SRX10229635,tissue_genotype,SRX10229662
SRX10229636,tissue_genotype,SRX1025885
SRX10229636,tissue_genotype,SRX1025886
SRX10229636,tissue_genotype,SRX8908671
SRX10229636,tissue_genotype,SRX8908672
SRX10229636,tissue_genotype,SRX8908673
SRX10229636,tissue_genotype,SRX8908674
SRX10229636,tissue_genotype,SRX8908675
SRX10229636,tissue_genotype,SRX8908676
SRX10229636,tissue_genotype,SRX8908677
SRX10229636,tissue_genotype,SRX8908678
SRX10229636,tissue_genotype,SRX8908679
SRX10229636,tissue_genotype,SRX8908680
SRX10229636,tissue_genotype,SRX8908681
SRX10229636,tissue_genotype,SRX8908682
SRX10229636,tissue_genotype,SRX10229653
SRX10229636,tissue_genotype,SRX10229654
SRX10229636,tissue_genotype,SRX10229655
SRX10229636,tissue_genotype,SRX10229656
SRX10229636,tissue_genotype,SRX10229657
SRX10229636,tissue_genotype,SRX10229658
SRX10229636,tissue_genotype,SRX10229659
SRX10229636,tissue_genotype,SRX10229660
SRX10229636,tissue_genotype,SRX10229661
SRX10229636,tissue_genotype,SRX10229662
SRX10229637,tissue_genotype,SRX1025885
SRX10229637,tissue_genotype,SRX1025886
SRX10229637,tissue_genotype,SRX8908671
SRX10229637,tissue_genotype,SRX8908672
SRX10229637,tissue_genotype,SRX8908673
SRX10229637,tissue_genotype,SRX8908674
SRX10229637,tissue_genotype,SRX8908675
SRX10229637,tissue_genotype,SRX8908676
SRX10229637,tissue_genotype,SRX8908677
SRX10229637,tissue_genotype,SRX8908678
SRX10229637,tissue_genotype,SRX8908679
SRX10229637,tissue_genotype,SRX8908680
SRX10229637,tissue_genotype,SRX8908681
SRX10229637,tissue_genotype,SRX8908682
SRX10229637,tissue_genotype,SRX10229653
SRX10229637,tissue_genotype,SRX10229654
SRX10229637,tissue_genotype,SRX10229655
SRX10229637,tissue_genotype,SRX10229656
SRX10229637,tissue_genotype,SRX10229657
SRX10229637,tissue_genotype,SRX10229658
SRX10229637,tissue_genotype,SRX10229659
SRX10229637,tissue_genotype,SRX10229660
SRX10229637,tissue_genotype,SRX10229661
SRX10229637,tissue_genotype,SRX10229662
SRX10229638,tissue_genotype,SRX1025885
SRX10229638,tissue_genotype,SRX1025886
SRX10229638,tissue_genotype,SRX8908671
SRX10229638,tissue_genotype,SRX8908672
SRX10229638,tissue_genotype,SRX8908673
SRX10229638,tissue_genotype,SRX8908674
SRX10229638,tissue_genotype,SRX8908675
SRX10229638,tissue_genotype,SRX8908676
SRX10229638,tissue_genotype,SRX8908677
SRX10229638,tissue_genotype,SRX8908678
SRX10229638,tissue_genotype,SRX8908679
SRX10229638,tissue_genotype,SRX8908680
SRX10229638,tissue_genotype,SRX8908681
SRX10229638,tissue_genotype,SRX8908682
SRX10229638,tissue_genotype,SRX10229653
SRX10229638,tissue_genotype,SRX10229654
SRX10229638,tissue_genotype,SRX10229655
SRX10229638,tissue_genotype,SRX10229656
SRX10229638,tissue_genotype,SRX10229657
SRX10229638,tissue_genotype,SRX10229658
SRX10229638,tissue_genotype,SRX10229659
SRX10229638,tissue_genotype,SRX10229660
SRX10229638,tissue_genotype,SRX10229661
SRX10229638,tissue_genotype,SRX10229662
SRX10229639,tissue_genotype,SRX1025885
SRX10229639,tissue_genotype,SRX1025886
SRX10229639,tissue_genotype,SRX8908671
SRX10229639,tissue_genotype,SRX8908672
SRX10229639,tissue_genotype,SRX8908673
SRX10229639,tissue_genotype,SRX8908674
SRX10229639,tissue_genotype,SRX8908675
SRX10229639,tissue_genotype,SRX8908676
SRX10229639,tissue_genotype,SRX8908677
SRX10229639,tissue_genotype,SRX8908678
SRX10229639,tissue_genotype,SRX8908679
SRX10229639,tissue_genotype,SRX8908680
SRX10229639,tissue_genotype,SRX8908681
SRX10229639,tissue_genotype,SRX8908682
SRX10229639,tissue_genotype,SRX10229653
SRX10229639,tissue_genotype,SRX10229654
SRX10229639,tissue_genotype,SRX10229655
SRX10229639,tissue_genotype,SRX10229656
SRX10229639,tissue_genotype,SRX10229657
SRX10229639,tissue_genotype,SRX10229658
SRX10229639,tissue_genotype,SRX10229659
SRX10229639,tissue_genotype,SRX10229660
SRX10229639,tissue_genotype,SRX10229661
SRX10229639,tissue_genotype,SRX10229662
SRX10229640,tissue_genotype,SRX1025885
SRX10229640,tissue_genotype,SRX1025886
SRX10229640,tissue_genotype,SRX8908671
SRX10229640,tissue_genotype,SRX8908672
SRX10229640,tissue_genotype,SRX8908673
SRX10229640,tissue_genotype,SRX8908674
SRX10229640,tissue_genotype,SRX8908675
SRX10229640,tissue_genotype,SRX8908676
SRX10229640,tissue_genotype,SRX8908677
SRX10229640,tissue_genotype,SRX8908678
SRX10229640,tissue_genotype,SRX8908679
SRX10229640,tissue_genotype,SRX8908680
